,Close
13610,1.51012
17023,1.51849
21798,1.484
12285,1.49798
12613,1.51285
26444,1.4605
4039,1.5085
9869,1.49584
26904,1.46754
21280,1.48859
10678,1.50334
3914,1.5153
26334,1.45711
21291,1.48743
15723,1.52276
22726,1.48861
15771,1.52198
2344,1.50193
3076,1.49803
24934,1.4723
5605,1.49862
10499,1.49996
18139,1.52242
6323,1.49311
14906,1.5253
22908,1.48129
14668,1.52542
26670,1.45709
7895,1.48701
19062,1.49658
19161,1.49086
14323,1.52544
21946,1.48854
9041,1.48739
16242,1.5272
12016,1.50006
7528,1.48147
7200,1.48138
21173,1.48643
19172,1.49067
19712,1.48585
10162,1.49223
26561,1.45804
21049,1.47997
157,1.51269
4076,1.51098
8380,1.4874
3577,1.50665
27091,1.46341
21138,1.48479
6209,1.49031
5856,1.49818
21124,1.48584
24406,1.46888
19517,1.48756
15817,1.52315
6114,1.49481
24790,1.47761
8143,1.48541
27731,1.47485
27856,1.4734
4066,1.51054
18821,1.50056
9859,1.49679
3013,1.50187
18254,1.51785
22158,1.48456
14757,1.52455
13169,1.51044
15695,1.52625
2569,1.50142
25268,1.46923
3206,1.4937
5630,1.49652
18367,1.51171
20989,1.48351
22828,1.48565
17783,1.52137
20378,1.48993
7245,1.48
8620,1.48602
20943,1.48286
20680,1.48882
25924,1.46133
23057,1.48458
7881,1.48727
17829,1.5194299999999998
13194,1.50901
17549,1.5316999999999998
7696,1.48307
10551,1.50019
8865,1.48084
26935,1.46315
19580,1.48311
12366,1.50518
13559,1.51065
21365,1.48846
27179,1.46442
2820,1.49781
5834,1.49814
27047,1.46213
21217,1.48493
2791,1.49779
388,1.50815
15387,1.52665
13637,1.51094
27923,1.46655
22326,1.48347
23138,1.48335
1326,1.4904
6897,1.48262
13717,1.51504
16693,1.51694
5894,1.49753
25723,1.46538
16603,1.51585
18531,1.50717
9437,1.49343
22050,1.48834
1650,1.50015
10873,1.49736
15443,1.52931
5248,1.49911
22593,1.48728
24595,1.47599
27532,1.4596
435,1.5095
27448,1.46024
16784,1.51134
7430,1.47939
9966,1.49292
6541,1.49225
21662,1.48889
6641,1.49438
25438,1.46068
2562,1.50122
11668,1.49147
23993,1.48449
19861,1.48532
27142,1.46516
25524,1.45867
19230,1.49049
17745,1.51968
23872,1.48024
13458,1.51363
16307,1.52672
7321,1.47902
19261,1.48716
14579,1.52569
15793,1.52391
8723,1.48268
18305,1.51364
17225,1.53532
24929,1.47118
6113,1.49491
25368,1.46724
18874,1.50088
8383,1.48757
21290,1.48789
20001,1.48755
23533,1.48095
13124,1.51146
20803,1.48499
26837,1.46136
5028,1.51143
6818,1.48261
13740,1.51814
24510,1.47044
17536,1.53243
17282,1.5383
13595,1.51085
15647,1.5274
23990,1.48367
19114,1.49527
5541,1.49774
9835,1.49697
25817,1.46315
19479,1.48584
27284,1.45958
22347,1.48294
20134,1.48866
19700,1.48423
11401,1.5175999999999998
11786,1.49
22664,1.48902
7327,1.47948
21239,1.4862
2996,1.50269
19599,1.48249
24909,1.47278
23558,1.48263
27869,1.47263
7981,1.49015
5734,1.5004300000000002
27232,1.4616
8509,1.48718
11385,1.51525
23765,1.4789
20068,1.48569
15027,1.51941
25582,1.45961
12490,1.50439
21262,1.4883
26510,1.45854
24200,1.47535
24629,1.47568
1352,1.49098
3902,1.51837
23719,1.47834
7061,1.49027
9236,1.48941
12346,1.49839
12371,1.50425
1096,1.49676
5805,1.49867
19690,1.48895
27725,1.47693
15134,1.52575
17217,1.53478
4554,1.50656
11272,1.5142
7810,1.48626
6556,1.49553
17666,1.52171
19402,1.48555
16477,1.51691
10665,1.50311
3371,1.49893
25695,1.45882
4367,1.50912
12859,1.50934
4238,1.5065
9998,1.48868
25858,1.45932
6831,1.48258
7517,1.48145
19424,1.48476
11467,1.5122
18731,1.49421
19794,1.48521
18722,1.49347
23718,1.47836
10479,1.49885
21378,1.48633
20367,1.49075
8762,1.48082
5761,1.49811
12441,1.50341
24836,1.47591
11640,1.49739
548,1.50466
15829,1.52248
21025,1.47973
18119,1.52129
27409,1.45945
11952,1.49167
15746,1.52456
27607,1.46356
9319,1.48997
3944,1.51456
948,1.50534
4308,1.51123
26678,1.45699
11693,1.48996
13634,1.51166
5869,1.49775
25540,1.4589
27921,1.46679
13188,1.50863
26316,1.45813
15396,1.52501
448,1.50747
23323,1.48282
11209,1.51477
14134,1.52693
18409,1.5084499999999998
16461,1.5184
27073,1.46437
9364,1.4925
7535,1.48142
17986,1.51686
26183,1.46021
7365,1.4793
20684,1.48852
1127,1.49709
23945,1.4817
4407,1.50969
1799,1.49822
15264,1.52372
10089,1.4878
14190,1.53062
2387,1.50352
3034,1.49946
16490,1.51712
5648,1.4964
18441,1.50968
26848,1.46446
6066,1.49565
3512,1.50391
7000,1.48665
11633,1.49736
22244,1.4842
25969,1.46144
21231,1.48569
22970,1.48553
7816,1.48688
20795,1.48467
8131,1.48601
24859,1.47385
5758,1.49828
4288,1.50928
6695,1.49033
17113,1.52957
23593,1.48044
25490,1.45716
15757,1.52168
19367,1.48516
7802,1.4865
19687,1.48847
3260,1.48968
17121,1.53189
21696,1.48695
20612,1.49098
8273,1.48505
22395,1.48353
24305,1.4737
16769,1.51251
2840,1.49881
27542,1.45951
2615,1.50152
18228,1.51725
8369,1.48649
10609,1.5046
8421,1.48952
3560,1.50499
19305,1.48511
22185,1.48413
23848,1.47862
4081,1.51109
1511,1.50183
15220,1.5240200000000002
5858,1.49816
5281,1.50023
12134,1.49771
19425,1.48499
21552,1.48829
7215,1.48272
23442,1.48137
26639,1.45691
17486,1.52975
26475,1.45712
473,1.50696
25788,1.46201
17097,1.5262
7021,1.4858
1846,1.49989
20510,1.48993
27453,1.46077
23070,1.48352
9015,1.48445
8948,1.48356
27939,1.46808
22226,1.48384
25612,1.45789
15059,1.51893
11610,1.49457
5825,1.49751
1897,1.49948
1851,1.49969
7157,1.48591
13227,1.51235
1681,1.49882
1452,1.49837
22464,1.48413
8967,1.48363
10301,1.49467
17410,1.5289
11728,1.49226
14001,1.52511
24820,1.47756
20655,1.48923
15813,1.5226
11148,1.51595
25079,1.46959
14275,1.53084
9669,1.49669
26755,1.45826
14255,1.53365
299,1.5096
1107,1.49711
850,1.51
13028,1.50945
25067,1.46827
12263,1.49785
23965,1.48201
2246,1.49658
24472,1.46695
11223,1.5144
9800,1.49563
6383,1.49497
6086,1.49556
4118,1.50956
23936,1.48289
8,1.51537
19217,1.49137
5367,1.49822
22084,1.48779
14085,1.52541
4040,1.5084
716,1.49686
7791,1.48685
20801,1.48513
19191,1.49028
13631,1.51153
20092,1.48607
20580,1.48939
13754,1.5168
1369,1.49172
5101,1.50629
11993,1.49379
26981,1.46264
3097,1.49677
6167,1.49291
16583,1.51895
26803,1.45893
18001,1.5174
9572,1.49252
27712,1.47239
774,1.5073
2296,1.50217
16912,1.51659
3657,1.50731
11898,1.49238
9382,1.49396
19335,1.48448
16454,1.51831
20071,1.48627
23141,1.48307
15467,1.52867
22235,1.48429
24355,1.47441
8981,1.48452
17791,1.52265
5973,1.49764
13498,1.51036
27831,1.47275
22255,1.48445
5632,1.4977
17135,1.53342
20149,1.49046
26018,1.46207
11432,1.51536
21178,1.48586
5786,1.49931
20220,1.4952
8296,1.48639
11512,1.50489
5467,1.49838
13354,1.51411
19571,1.48753
15538,1.52824
17172,1.53206
3087,1.49718
100,1.51324
19272,1.4875
2478,1.49964
15348,1.5259200000000002
5431,1.49915
10815,1.5003
10101,1.49163
16250,1.52917
19714,1.48455
20901,1.48561
19290,1.48549
24625,1.476
19320,1.48464
14284,1.5310899999999998
8455,1.48957
19568,1.48768
10317,1.49412
20091,1.48656
5538,1.49764
21257,1.48663
831,1.5096699999999998
18475,1.51102
17244,1.53919
14224,1.53375
20565,1.48945
8283,1.48652
6180,1.49353
27760,1.4804
1928,1.49922
1370,1.49088
3090,1.49687
17444,1.53035
7990,1.49117
18457,1.51029
16334,1.52698
16097,1.52478
22698,1.48927
16516,1.51691
9566,1.49225
1916,1.49781
23188,1.48211
26601,1.45766
14223,1.53305
22542,1.48516
12849,1.50918
14651,1.52434
23984,1.48291
14237,1.53329
8689,1.48317
15666,1.52673
11079,1.51462
3619,1.50675
25970,1.46155
7425,1.47892
5987,1.49707
12019,1.50004
19139,1.49236
11995,1.49427
8917,1.47938
24039,1.47853
7180,1.48358
13661,1.51263
1976,1.49988
12985,1.50919
9634,1.49641
24585,1.47466
23633,1.47844
2309,1.50112
3549,1.5034999999999998
1766,1.50406
7150,1.48614
21474,1.48238
4962,1.51181
23601,1.47996
9680,1.49664
4907,1.511
18342,1.51378
17467,1.52952
5164,1.50835
25613,1.45824
20474,1.49001
19450,1.48554
21576,1.49036
16597,1.51574
11424,1.51664
4638,1.50892
16000,1.52292
9451,1.49306
8237,1.48473
18704,1.4995
1655,1.50049
12842,1.51063
2861,1.49899
16342,1.52623
10375,1.4939
8801,1.47996
16031,1.52336
3322,1.50007
9357,1.49016
20710,1.48715
9665,1.49608
23076,1.48469
5903,1.49792
3861,1.51239
8063,1.48831
4812,1.51202
2126,1.50212
19899,1.48477
24876,1.47298
23919,1.48327
16354,1.52299
2088,1.50495
10668,1.50317
981,1.50427
18957,1.50225
6558,1.49491
14187,1.53127
20326,1.49083
16983,1.51815
5267,1.49946
14046,1.52492
9438,1.4934
800,1.50917
10266,1.49341
19264,1.48726
19549,1.48878
14835,1.52511
14092,1.52523
16810,1.50899
3290,1.49857
27466,1.46106
26485,1.45803
14217,1.53266
13548,1.51115
11062,1.5156
1516,1.50339
8530,1.48543
1781,1.49938
25232,1.46843
2070,1.50341
18429,1.5097
24295,1.47395
19807,1.48524
13483,1.51041
2432,1.49552
6856,1.4822
13966,1.52628
23830,1.48117
16240,1.52719
19967,1.4868
11579,1.49734
10660,1.50396
19664,1.48476
6584,1.49403
3217,1.49289
7666,1.48192
18356,1.51256
27151,1.46419
7188,1.48332
12005,1.49323
22270,1.48387
796,1.50951
22491,1.48269
24714,1.47591
13432,1.51828
10811,1.50034
13725,1.51574
11301,1.51079
22380,1.48311
7770,1.48614
17089,1.5219
5309,1.49999
9314,1.49031
6609,1.49436
3101,1.49704
26774,1.45837
8276,1.48513
26122,1.45722
11459,1.51312
6693,1.49005
26,1.51652
5765,1.49824
6030,1.4971
11047,1.51407
3099,1.49707
26684,1.45668
10924,1.49927
19228,1.49081
20081,1.48698
12523,1.51146
13534,1.50918
6071,1.49562
5700,1.49727
21665,1.48765
13282,1.50937
14766,1.52453
24120,1.47713
7596,1.48219
23732,1.47926
24750,1.47697
19974,1.48748
22087,1.48638
6454,1.49478
5118,1.50572
2231,1.49731
24491,1.46701
19798,1.48462
1590,1.50232
23749,1.47877
12008,1.49285
25555,1.4594
6472,1.49456
14546,1.52434
21965,1.48908
15949,1.5213
1592,1.50186
13042,1.50917
21668,1.48738
8637,1.48834
1082,1.49628
4374,1.50979
3221,1.49302
7852,1.48451
27358,1.45378
2303,1.50331
3546,1.50351
20883,1.48646
10596,1.50082
18894,1.50193
6867,1.4831
6512,1.49257
12787,1.51307
17957,1.51708
25759,1.46424
2713,1.5074999999999998
22385,1.48353
12841,1.51056
6347,1.49251
19570,1.488
11143,1.51605
24782,1.47761
7018,1.48571
1904,1.49882
5725,1.49976
8260,1.4857
20971,1.48177
23521,1.47811
434,1.5102600000000002
17638,1.52663
13933,1.52636
4856,1.51375
25337,1.46753
27422,1.4604
8986,1.48422
2834,1.49909
2203,1.50422
3445,1.50267
13903,1.5237
26180,1.45894
6962,1.48547
8701,1.48343
7506,1.48127
4280,1.50817
3767,1.51459
25034,1.46852
23856,1.47861
20352,1.49043
8753,1.48116
13904,1.52305
14771,1.52484
26075,1.45787
11103,1.51212
17431,1.52931
743,1.49979
9326,1.49027
22521,1.48637
5378,1.49867
27398,1.45918
10407,1.49435
3238,1.49059
7240,1.48138
21860,1.48435
932,1.50708
8382,1.48773
10888,1.49982
25157,1.46948
26810,1.46141
23970,1.48261
3484,1.50285
22372,1.48396
9709,1.49464
24647,1.47432
23143,1.48288
20230,1.49445
1368,1.49135
7590,1.48192
4204,1.50484
12210,1.49704
1547,1.50163
14865,1.5244
19809,1.48519
17742,1.51954
12200,1.49573
10712,1.5038200000000002
23077,1.48479
16267,1.53012
10010,1.48853
15811,1.52338
17067,1.52003
7479,1.482
8545,1.48662
1285,1.49121
22572,1.48399
9274,1.48913
15127,1.52734
8825,1.47982
1935,1.50011
18784,1.50243
4899,1.51056
21003,1.48497
10662,1.50403
3991,1.5095
3447,1.50312
15053,1.51865
1185,1.49743
14370,1.52356
8970,1.48394
3021,1.50059
9368,1.49145
22202,1.4835
22093,1.48536
9955,1.49166
6211,1.48824
17546,1.53162
22558,1.48417
4595,1.51018
17031,1.51791
12084,1.5001799999999998
21565,1.48995
17238,1.53737
19327,1.48518
12194,1.49757
19234,1.48916
10330,1.49495
9123,1.49045
13943,1.52455
5142,1.50653
4993,1.51162
13347,1.5117699999999998
3811,1.5124
13123,1.51157
2291,1.50127
1216,1.49588
18536,1.50787
3603,1.50726
13286,1.50918
21234,1.48759
16139,1.52427
22914,1.48212
10705,1.50406
27508,1.45979
18932,1.5011100000000002
1659,1.50022
10262,1.49291
19150,1.49218
13540,1.50922
842,1.50966
2977,1.50441
7408,1.47935
12218,1.49682
12274,1.49834
25935,1.46349
2091,1.5032100000000002
26152,1.4592
17814,1.52256
6367,1.49515
3063,1.4981
20736,1.48602
9191,1.48766
791,1.5108
11000,1.51077
12456,1.50345
27951,1.46914
2633,1.50207
3297,1.50169
7155,1.48573
22329,1.48277
19872,1.48581
21601,1.48825
5521,1.4982
6004,1.49731
22057,1.48812
4100,1.51155
7926,1.48817
19574,1.48665
24265,1.47316
11092,1.51236
16041,1.52338
25980,1.46153
14,1.51625
4778,1.51047
2792,1.49847
13764,1.51586
11119,1.5158
18465,1.51065
14302,1.529
5922,1.49723
21507,1.48294
18347,1.51284
24478,1.46719
9881,1.49761
8067,1.48845
13692,1.51342
24021,1.47939
25757,1.46439
98,1.51321
2606,1.50217
11050,1.51319
17126,1.53241
25768,1.46322
21107,1.4806
7038,1.48739
23477,1.4777
5,1.51626
21705,1.4869
26959,1.46043
5012,1.51133
20299,1.49101
18194,1.51546
5413,1.4998
8803,1.4803
461,1.50805
16954,1.51886
440,1.50774
15725,1.52305
21111,1.48147
22882,1.48141
21528,1.48689
27080,1.46362
11554,1.49936
14019,1.52435
1938,1.5007899999999998
25499,1.45846
9117,1.49134
27446,1.46017
4870,1.51513
13741,1.51749
26749,1.45707
12069,1.5044300000000002
7975,1.48936
16502,1.51742
25596,1.45869
24626,1.47625
11076,1.51478
21410,1.47931
7704,1.48418
21564,1.48926
16710,1.51779
15798,1.52305
5069,1.50863
19977,1.48695
7222,1.48206
9408,1.49435
27306,1.4584
879,1.5065499999999998
17003,1.5185
17982,1.51761
12557,1.51229
22484,1.48254
5465,1.4979
7511,1.48131
13616,1.51033
12897,1.50776
7664,1.48188
13119,1.51153
22150,1.4852
568,1.50434
23560,1.48202
19460,1.48622
19485,1.48697
6457,1.4945
9501,1.49379
14989,1.51959
10835,1.49962
26427,1.45427
16072,1.5235
7181,1.48396
25286,1.46959
8046,1.48884
12907,1.50674
15418,1.52788
23373,1.48039
2333,1.50234
27536,1.45963
27224,1.46179
9081,1.49013
26660,1.45749
2525,1.50093
9876,1.49682
20509,1.48953
18083,1.52033
18740,1.49549
6489,1.49223
21110,1.48159
4454,1.50619
15818,1.52332
27164,1.46328
20261,1.49219
15959,1.52196
25532,1.45909
6733,1.48467
18983,1.50095
18808,1.50208
3892,1.51628
2613,1.50164
17269,1.53832
9238,1.48946
6176,1.49288
11518,1.50543
25498,1.45822
24696,1.47591
9953,1.49216
6935,1.48459
12138,1.49706
1575,1.5026000000000002
24924,1.47044
7988,1.49051
17491,1.52917
1583,1.50185
20253,1.49252
1520,1.50333
27671,1.46772
1617,1.50021
20873,1.48731
12121,1.49746
10764,1.50129
27110,1.46331
20482,1.4887
9522,1.49184
12604,1.51325
14034,1.523
12025,1.49975
7621,1.48249
18598,1.51013
5058,1.51179
27723,1.47631
14121,1.5258699999999998
25108,1.46838
26957,1.46052
2318,1.50213
9829,1.49605
405,1.50989
219,1.5114800000000002
4123,1.51034
23314,1.48356
14666,1.52476
22223,1.48388
25644,1.45813
8756,1.48143
2037,1.50126
7947,1.48905
1022,1.5031
7434,1.47947
10885,1.5002
20205,1.49628
266,1.5105499999999998
17789,1.52254
23135,1.48351
8861,1.48089
3827,1.51437
23962,1.48201
11013,1.51482
24188,1.47452
1351,1.49241
21905,1.4873
27346,1.45324
10934,1.50205
8014,1.48955
4665,1.5109
14760,1.52498
1263,1.49081
19034,1.49636
3584,1.50756
5524,1.49782
7913,1.48796
7472,1.48251
4723,1.5081
15838,1.52197
21329,1.48891
26590,1.45832
4762,1.51097
4968,1.51117
27103,1.46456
17911,1.51832
10180,1.49323
13138,1.51083
15219,1.52411
16506,1.5170400000000002
14972,1.5185499999999998
10845,1.49951
3517,1.50422
395,1.50876
3833,1.515
23381,1.48027
18092,1.52064
4708,1.50659
20189,1.49607
3307,1.50146
6291,1.49336
21719,1.48535
5440,1.49845
9260,1.48897
13633,1.51146
15380,1.52564
11078,1.51422
23800,1.48051
27137,1.46479
14602,1.52484
8950,1.4835
27377,1.46055
20886,1.48645
15108,1.52095
26524,1.45948
25210,1.47157
11784,1.49022
16040,1.52318
22497,1.48361
19639,1.48388
10484,1.49823
18596,1.5105300000000002
5088,1.50764
14812,1.52676
12097,1.4988
895,1.50841
19478,1.48646
16672,1.51744
12196,1.4977
1225,1.49291
17574,1.53175
6408,1.49517
14393,1.52182
12184,1.49662
17471,1.52889
4754,1.50902
11811,1.48707
21396,1.48242
6955,1.48604
6110,1.4947
22991,1.48681
6761,1.48491
15478,1.52943
23837,1.4802
17928,1.51776
13592,1.51074
21318,1.48849
4860,1.51472
10667,1.5032299999999998
19022,1.49694
12165,1.49709
24547,1.47138
6266,1.49457
10414,1.49336
24335,1.47566
292,1.51047
3796,1.51498
10419,1.49278
3904,1.51921
26926,1.46137
19514,1.48611
9466,1.49443
12656,1.51275
14911,1.52252
26785,1.45673
15293,1.52664
18204,1.51463
25479,1.46057
17120,1.53235
20070,1.48605
26027,1.46226
18563,1.50706
7702,1.48325
26769,1.45903
17846,1.5175800000000002
4636,1.50831
15884,1.51888
24235,1.47621
2788,1.49784
6268,1.49319
13093,1.51102
1180,1.49688
18659,1.50566
61,1.51551
14240,1.5328
19677,1.48754
5422,1.49888
11685,1.49143
20458,1.49003
1459,1.49935
14192,1.53162
15671,1.52659
5358,1.49739
27818,1.47404
17529,1.53009
2186,1.50634
20055,1.48649
7336,1.48006
10995,1.50893
452,1.50761
15846,1.51915
19444,1.48439
9778,1.4951
1395,1.48979
10026,1.48834
27435,1.4601
3889,1.51625
10866,1.49887
23083,1.48381
596,1.50539
5620,1.4977
15164,1.52434
13043,1.50932
14398,1.52201
21911,1.48679
11055,1.51483
21685,1.48702
5639,1.49674
4849,1.51282
3299,1.50027
64,1.5152
15238,1.52413
13457,1.51383
20010,1.48787
13672,1.51383
3032,1.49941
27001,1.46211
12095,1.50021
2094,1.50319
26509,1.45826
17752,1.52033
6182,1.49299
21371,1.48748
27687,1.47433
3856,1.5133100000000002
4459,1.50625
6601,1.49317
10223,1.49105
12914,1.50519
6081,1.49603
22097,1.48666
1829,1.50019
19930,1.48493
24306,1.47368
23198,1.48185
17212,1.53497
5838,1.49777
17918,1.51838
1484,1.50329
6088,1.4952
6911,1.48415
22090,1.48527
20915,1.48371
22021,1.48833
16947,1.51766
3647,1.50789
4929,1.51189
13696,1.51287
19509,1.4875
20770,1.48528
7344,1.4793
10110,1.49084
3831,1.51445
19437,1.48447
19382,1.48549
16430,1.51744
14483,1.52617
19084,1.49887
14770,1.52484
12252,1.50046
20024,1.48896
20027,1.48905
10440,1.49303
9616,1.497
6690,1.49004
7055,1.48859
15978,1.52306
17518,1.53004
8660,1.48647
27,1.5154999999999998
22111,1.48413
10967,1.51027
4147,1.50573
21305,1.48869
805,1.5091
22643,1.48644
20760,1.48538
14673,1.5249
14535,1.52667
15344,1.52711
20296,1.49245
14129,1.52534
9335,1.48997
17998,1.51829
19351,1.4856
25397,1.46458
16355,1.52329
11100,1.51305
15827,1.52339
14522,1.52647
16188,1.52274
15559,1.52832
985,1.50231
24506,1.46742
23080,1.4842
18390,1.5102600000000002
6583,1.49394
23513,1.47617
13143,1.51146
925,1.50844
19318,1.48423
1003,1.50054
19775,1.48704
8035,1.48954
24729,1.47893
9640,1.49604
17572,1.5327
22584,1.48458
24875,1.47278
7750,1.48605
17729,1.51791
18107,1.51984
25708,1.46485
5349,1.49666
22603,1.48698
22184,1.48391
14694,1.52572
25476,1.45985
25981,1.46192
20468,1.48974
2798,1.49706
3454,1.50335
26089,1.4576
11063,1.51517
25276,1.46947
26748,1.45752
10753,1.50168
25564,1.46046
5595,1.49771
9639,1.49569
2324,1.50335
11167,1.51717
8645,1.4872
19204,1.49222
20511,1.48974
16062,1.52328
14967,1.51795
5441,1.49844
24737,1.47825
20577,1.48927
17693,1.52318
7182,1.48448
15915,1.52237
5341,1.49713
3730,1.50821
13228,1.5121099999999998
9808,1.49545
16164,1.52029
20966,1.48221
22,1.51833
15842,1.52156
17594,1.53157
3413,1.50102
8885,1.48032
19370,1.48492
11576,1.49862
4502,1.50671
3980,1.51246
16292,1.529
10774,1.50166
2163,1.50412
14395,1.52069
2896,1.49748
6627,1.49166
18583,1.5098
11024,1.51646
18076,1.51682
23418,1.48356
26714,1.45677
24520,1.47012
24998,1.47087
1992,1.49904
24822,1.47694
3195,1.49357
21907,1.48728
8115,1.48768
14981,1.51933
5327,1.49911
464,1.50767
19350,1.48566
17318,1.52814
4369,1.51019
7248,1.48088
11213,1.51511
13189,1.50919
11981,1.49441
4237,1.50597
17035,1.51776
12558,1.5119
9239,1.48981
22165,1.48529
14656,1.52403
10648,1.50403
17125,1.53217
5353,1.49699
12545,1.51317
27748,1.47746
27557,1.45979
19720,1.48341
794,1.51006
11937,1.49301
27156,1.46302
6886,1.48442
24060,1.47812
10994,1.5093800000000002
1877,1.49788
4227,1.50603
16278,1.53053
6661,1.49156
27313,1.45654
18578,1.50921
25963,1.46165
20242,1.49374
26182,1.4604
25456,1.4618
3042,1.49909
25776,1.46352
1043,1.50056
16298,1.5289
16539,1.51848
9868,1.49608
25264,1.46916
15895,1.52113
7386,1.47893
17804,1.52051
21589,1.48956
1844,1.4994
4278,1.50841
3835,1.51481
10072,1.48498
3460,1.50412
27522,1.45989
18866,1.5007
5025,1.51167
11573,1.50027
18304,1.51334
12925,1.50595
9593,1.49691
11553,1.5
7331,1.48021
5271,1.49883
275,1.51122
18947,1.50118
2692,1.50624
6322,1.49294
6611,1.49509
18762,1.50096
15694,1.52617
3075,1.49733
15561,1.5285
7899,1.48689
16993,1.51854
23371,1.48036
14773,1.52324
19848,1.48598
12589,1.5129899999999998
14832,1.52546
8746,1.48163
25554,1.45915
1886,1.4988
8537,1.4858
6829,1.48277
22322,1.48312
9536,1.49105
20859,1.48608
4176,1.50604
2236,1.49604
2853,1.49848
7453,1.48109
20237,1.49467
20965,1.48194
10346,1.49618
14048,1.52458
13531,1.50923
23673,1.47805
16656,1.51798
11884,1.49109
9985,1.4903
9023,1.48286
18191,1.51433
27832,1.47292
10236,1.49342
21230,1.48547
17311,1.5321
2453,1.50174
12286,1.49832
4314,1.5126
26426,1.45382
8076,1.48725
8552,1.48619
13199,1.50862
19822,1.4859
21336,1.48974
8481,1.47807
22209,1.48442
16534,1.51785
3515,1.50453
16711,1.51628
18078,1.5169899999999998
21863,1.48543
13274,1.50968
14144,1.52936
8585,1.48652
23039,1.4861
13421,1.51854
20,1.51595
16215,1.52511
12325,1.50014
16110,1.52256
26025,1.46172
26754,1.45853
5386,1.49968
19842,1.48623
17080,1.52258
12752,1.5135999999999998
15028,1.51954
21803,1.48442
17661,1.5219399999999998
15117,1.52261
25265,1.4692
7723,1.48374
11346,1.51073
1872,1.49827
14946,1.51782
23378,1.4802
13805,1.51793
5278,1.4994
12882,1.50508
20408,1.4923
19451,1.48513
5133,1.5065499999999998
3055,1.49789
11300,1.51136
14117,1.52574
863,1.50832
17754,1.52021
25774,1.46352
871,1.5086
9404,1.49561
1508,1.50203
22932,1.48325
16326,1.52704
16096,1.52452
20522,1.49008
6157,1.4931
6096,1.49384
25063,1.46833
18502,1.50683
4124,1.5105499999999998
19075,1.49724
25309,1.46792
7824,1.48684
15133,1.52578
2466,1.49995
4216,1.50234
19762,1.4863
8877,1.4808
7103,1.48667
5375,1.49878
23024,1.48748
5613,1.49775
10926,1.49985
18566,1.5078200000000002
8866,1.48121
1711,1.50187
18469,1.50957
17817,1.52191
912,1.50953
13222,1.51233
4789,1.50985
22833,1.48477
24281,1.47345
2899,1.49668
4035,1.50947
22269,1.4845
13182,1.50993
2846,1.49757
14727,1.52602
4257,1.5077
21934,1.48997
27582,1.46178
24786,1.47761
27252,1.45945
26107,1.45856
1254,1.49241
22072,1.48906
26214,1.45999
24992,1.47168
15466,1.52873
11977,1.49291
2122,1.50139
2673,1.50336
25628,1.4578
13229,1.51188
18760,1.50074
6118,1.49407
23923,1.48191
9708,1.49505
27999,1.46817
3611,1.50775
24413,1.46818
14861,1.52415
16970,1.51726
16735,1.51526
7066,1.48995
337,1.50913
21171,1.48738
7890,1.48719
1331,1.49048
10536,1.50184
4004,1.51048
24183,1.47403
10684,1.50288
27908,1.46773
23536,1.48089
13898,1.52446
8915,1.4795
16124,1.52268
7771,1.48627
7017,1.48605
13139,1.51128
26397,1.45407
18382,1.51097
14608,1.52447
7261,1.47926
22438,1.48351
20990,1.48349
25197,1.46991
1841,1.49967
33,1.51593
22211,1.48414
16844,1.51533
1076,1.49805
8503,1.48736
12622,1.5128
10508,1.50176
13427,1.52046
5399,1.4993
1884,1.49814
14726,1.52647
22194,1.48314
12844,1.51054
8431,1.48843
5158,1.50693
8271,1.48497
19069,1.49805
16793,1.50966
12750,1.51441
23910,1.48267
5886,1.49758
25405,1.46304
5270,1.49906
1745,1.50415
21005,1.48489
19409,1.48572
24883,1.47208
5280,1.5003
27801,1.47717
22795,1.48942
16175,1.52161
17671,1.51982
1024,1.50315
4718,1.50667
18456,1.5106000000000002
22524,1.4862
11098,1.5114800000000002
3257,1.48943
8632,1.48736
3324,1.49989
27769,1.47833
20371,1.49067
24194,1.47496
3743,1.51124
7471,1.48221
15505,1.52873
20287,1.49208
26336,1.45727
17541,1.53488
21755,1.48427
12395,1.50463
25027,1.46853
12365,1.5044300000000002
22722,1.4892
14575,1.52553
6813,1.48348
14707,1.52567
25139,1.46841
6821,1.4825
22310,1.48261
7440,1.47895
23278,1.48293
13367,1.51486
11231,1.51501
18326,1.5139399999999998
22650,1.48787
25358,1.46597
19725,1.48081
2357,1.49957
4664,1.51105
22469,1.48518
17401,1.52798
20202,1.49653
12319,1.49913
8376,1.48674
12409,1.50431
23392,1.48115
5707,1.49707
18684,1.5004300000000002
9390,1.49459
7176,1.48455
17377,1.5310700000000002
24119,1.47644
2124,1.5021
17103,1.52807
5659,1.49675
10009,1.48839
3976,1.51271
732,1.4978
10169,1.49236
5196,1.50308
23761,1.47877
3763,1.51227
79,1.5126
4561,1.50593
2331,1.50308
4506,1.50675
11025,1.51622
333,1.50917
12683,1.5112100000000002
13372,1.51621
15335,1.52624
17637,1.52684
24754,1.47704
27120,1.46399
20333,1.49055
9075,1.4916
5150,1.50678
26408,1.45503
23913,1.48192
25894,1.46286
6834,1.48256
2372,1.50176
22541,1.48556
21700,1.48652
6177,1.49345
6247,1.49406
21213,1.48533
4253,1.50842
4289,1.50962
12631,1.5135
14112,1.52596
13770,1.51569
14265,1.53218
