,Close
11311,1.51027
9426,1.49385
4949,1.51167
22247,1.48463
3872,1.5142799999999998
19697,1.48545
3106,1.49601
4807,1.51091
7191,1.48333
10475,1.49636
21343,1.49035
7907,1.48719
2946,1.50174
9355,1.49059
8477,1.48811
11067,1.51501
23886,1.48037
19883,1.48551
23260,1.48234
20473,1.48997
16394,1.52066
18876,1.50123
4824,1.51183
14582,1.5258
22341,1.48283
5318,1.49993
24912,1.47172
10124,1.4911
11506,1.50679
24104,1.47686
25312,1.46776
4205,1.50488
14778,1.5242
27489,1.45998
11044,1.51317
12528,1.51278
2893,1.49784
25459,1.46133
12596,1.51245
14470,1.52398
13010,1.51063
24299,1.47405
9804,1.49564
218,1.51171
16677,1.51805
27815,1.47414
8492,1.4874
3728,1.5072100000000002
10992,1.50862
9246,1.48951
2966,1.50342
17644,1.52495
4472,1.50651
14258,1.53293
9068,1.48966
2876,1.49775
13571,1.51007
16706,1.51729
26832,1.46067
10269,1.49207
18840,1.49942
12189,1.49677
20905,1.48365
15040,1.51908
27026,1.46197
9266,1.48959
3208,1.49365
10062,1.48604
16168,1.52029
22135,1.48367
9070,1.48992
18955,1.50296
21580,1.49007
24931,1.47167
10413,1.49388
21512,1.48342
21154,1.49124
7303,1.47981
14647,1.52466
3115,1.49632
18995,1.49733
8344,1.48583
15727,1.52202
4879,1.51261
18116,1.52156
17218,1.53511
21266,1.48787
17422,1.52973
22479,1.48345
3941,1.51502
13902,1.5243
7286,1.48002
95,1.51233
6279,1.49217
1604,1.50169
3693,1.50607
4742,1.50749
4902,1.51066
22160,1.48404
16258,1.5280399999999998
26587,1.45799
18303,1.51328
10104,1.49058
9483,1.49336
10733,1.50261
13246,1.51058
962,1.50595
12922,1.50574
11265,1.51512
12081,1.50178
10902,1.49847
21854,1.48571
15354,1.52749
13681,1.5135
327,1.51062
9644,1.49658
6808,1.48403
23799,1.48066
16962,1.5181
17286,1.53901
21399,1.48224
9038,1.48798
22966,1.48517
18617,1.50651
19838,1.48588
21359,1.4876
8021,1.48996
1994,1.49971
11145,1.51724
26954,1.46066
21899,1.48816
25200,1.46914
2349,1.50031
12348,1.49959
22450,1.48452
16102,1.52217
5575,1.4985
22681,1.48944
24688,1.47618
17861,1.51767
618,1.50171
8137,1.48671
19395,1.48472
9414,1.49449
21109,1.48171
2457,1.49913
13371,1.51597
24868,1.47245
24582,1.47517
12372,1.50522
16541,1.51856
13762,1.5157699999999998
10157,1.49252
9737,1.49531
9463,1.49465
6285,1.49358
3582,1.50796
10525,1.50124
21381,1.48453
16047,1.52349
7495,1.48214
3295,1.4998
20634,1.48983
4401,1.50978
2310,1.50039
15174,1.52522
2403,1.50362
8141,1.48535
8231,1.48508
24913,1.47192
9469,1.49427
878,1.5068899999999998
10949,1.50571
27297,1.45918
20236,1.49459
2109,1.50378
20699,1.48609
12689,1.5109
11121,1.51651
20917,1.4837
16629,1.51657
410,1.51057
10056,1.4865
3899,1.5189
6549,1.49229
3242,1.49156
23575,1.47876
17902,1.51885
12952,1.50617
2189,1.50583
26797,1.45866
14756,1.52508
23979,1.48269
14601,1.52488
11547,1.5013800000000002
24386,1.46918
9383,1.49349
8904,1.47903
27109,1.4639
13688,1.51375
13577,1.51068
11060,1.51456
14851,1.52459
14041,1.52458
12238,1.4988
4585,1.50859
16145,1.52449
15176,1.52574
22279,1.48447
20381,1.4901
21926,1.48819
12457,1.50304
3305,1.50108
10333,1.49514
4417,1.50988
542,1.50467
22345,1.48351
22407,1.48319
20279,1.49215
19100,1.49488
18389,1.51024
27332,1.4539
15628,1.52898
14675,1.52468
14653,1.52379
1654,1.50068
2028,1.50229
22454,1.48577
16208,1.52445
26922,1.46254
18473,1.51086
12437,1.5041
20933,1.4825
17435,1.52998
21289,1.48687
10004,1.4884
24652,1.47406
7767,1.48638
10042,1.48777
2319,1.50176
14513,1.52788
19137,1.49334
14301,1.5295299999999998
23016,1.48779
3062,1.4981
14618,1.5239
23845,1.47879
1006,1.49961
20629,1.49066
12503,1.5043
9796,1.49577
8570,1.48653
17655,1.52227
15779,1.52207
13734,1.51846
8310,1.48617
15814,1.52271
26167,1.45782
2247,1.49615
17201,1.5361
19168,1.48909
6357,1.49311
14563,1.52514
11888,1.49169
20889,1.4862
15874,1.51786
9237,1.48923
12022,1.50052
24839,1.47612
16657,1.51865
24522,1.46938
6491,1.49195
4714,1.50572
3437,1.50229
17624,1.52787
5654,1.49828
14741,1.52458
13523,1.5102
4223,1.50425
1355,1.49042
22402,1.48344
15044,1.51954
27812,1.47502
1879,1.49802
14276,1.5313
20330,1.49003
7917,1.48797
21603,1.48863
24800,1.47759
8042,1.48887
26375,1.45256
12421,1.5038399999999998
7482,1.4824
21219,1.48524
23571,1.47887
27961,1.4689
21624,1.48922
6460,1.49456
8105,1.48761
27305,1.45878
24149,1.4754
3102,1.49703
59,1.51558
6306,1.49429
27219,1.46231
17050,1.51923
23124,1.48203
11433,1.5148700000000002
12645,1.51335
15558,1.52861
1163,1.49622
11626,1.49617
2458,1.49915
26511,1.45889
25580,1.4595
7475,1.48233
11014,1.51359
13215,1.51044
27662,1.46391
5217,1.50191
25864,1.45946
11188,1.51652
24821,1.47735
12642,1.51324
24304,1.47361
23223,1.48234
24339,1.47525
11274,1.51276
18560,1.50815
24878,1.47346
11142,1.51597
13471,1.51205
16812,1.50909
23907,1.48318
13958,1.52533
12509,1.5076
3472,1.50435
21784,1.48423
4680,1.50837
9701,1.49486
15340,1.52799
27395,1.46072
20339,1.49045
2146,1.50369
9287,1.48971
21320,1.48843
16543,1.5188
25801,1.46194
20879,1.48657
9163,1.488
27037,1.46164
23926,1.48302
11604,1.49403
17934,1.51723
610,1.50264
12407,1.50365
6518,1.49147
14495,1.52732
5351,1.49669
22657,1.48768
19487,1.4863
643,1.50056
1464,1.50029
14101,1.52506
11282,1.51196
9003,1.48427
14550,1.52513
9685,1.4968
18595,1.51066
21952,1.48909
6672,1.49051
8777,1.47985
5333,1.497
5236,1.50002
21417,1.47931
102,1.51432
24129,1.47661
19519,1.48761
25123,1.46912
20734,1.48607
6545,1.49214
17503,1.52937
10130,1.49322
24446,1.46695
22770,1.4891
12747,1.51401
18779,1.5022
6270,1.49242
10091,1.4859
4351,1.51101
15780,1.52242
16614,1.51649
16383,1.52266
11150,1.51621
12950,1.50536
18505,1.50663
20962,1.48241
15852,1.51741
23492,1.47717
4696,1.50695
27922,1.46655
4584,1.50921
19804,1.48424
10001,1.48864
12086,1.49921
10654,1.50361
24237,1.47551
18496,1.50665
360,1.50851
19701,1.48441
15062,1.51963
2910,1.49565
13915,1.5254
23688,1.47763
11212,1.5156
2199,1.50491
17591,1.53182
6871,1.48396
6405,1.49522
25233,1.46843
14206,1.53264
17917,1.51828
7029,1.48652
4139,1.50789
3505,1.50493
10476,1.49743
22645,1.48659
11011,1.51434
24042,1.47859
24142,1.47553
24224,1.4755
23797,1.47992
13475,1.51207
19196,1.48988
14888,1.52227
15865,1.51711
9147,1.48858
25758,1.46452
22278,1.48457
27586,1.46256
10890,1.49981
6756,1.48492
1522,1.50331
19671,1.48571
26767,1.45813
24608,1.47513
20449,1.48906
5679,1.49659
25428,1.4621
6797,1.48452
2182,1.50584
13912,1.5252
8768,1.48046
5604,1.49838
5548,1.49713
3496,1.50436
24126,1.47628
21101,1.48029
4991,1.5113
22783,1.48943
12845,1.5094
25221,1.46849
12811,1.5123799999999998
16903,1.51667
12691,1.51084
23450,1.48135
9482,1.49337
25691,1.45851
2445,1.5010599999999998
3375,1.49973
20033,1.48916
2950,1.50198
20952,1.4824
14416,1.52143
11369,1.51103
23300,1.48425
2826,1.49828
25915,1.46126
17243,1.53908
13618,1.5104
17501,1.5295999999999998
22772,1.48939
14250,1.53311
6517,1.49167
26381,1.45295
23480,1.47783
25595,1.45851
26225,1.46036
43,1.51531
27566,1.46009
20086,1.48665
12054,1.50561
22518,1.48607
16777,1.51169
22535,1.48525
22622,1.4862
24526,1.46968
1796,1.49893
27788,1.47732
27563,1.46013
1760,1.50374
7003,1.48625
15851,1.51795
16485,1.51761
1715,1.50204
19682,1.48902
16003,1.52311
18495,1.50718
20174,1.49375
3082,1.49777
22066,1.48907
27659,1.4643
3438,1.50222
25849,1.46106
14701,1.52647
9072,1.49114
17539,1.53366
18085,1.51994
19361,1.48495
26328,1.45826
13049,1.51091
14759,1.52457
14452,1.52384
16488,1.51743
19706,1.48447
3202,1.494
21283,1.48839
11450,1.5139399999999998
13207,1.5109
9132,1.4889
4038,1.50835
4863,1.51618
4751,1.50927
8082,1.48714
14194,1.53242
11501,1.50781
21686,1.48691
1426,1.49857
4505,1.50665
10397,1.49282
14229,1.53341
25603,1.45886
13487,1.51167
9819,1.49555
5473,1.49946
17822,1.52169
27840,1.47341
2799,1.49736
2235,1.49573
10783,1.50054
5716,1.4976
20949,1.48211
18087,1.52094
23221,1.48249
6424,1.4952
3168,1.49461
16015,1.52252
7908,1.48752
13885,1.52502
22171,1.48485
16192,1.52332
27323,1.45586
19490,1.48853
22215,1.48386
27606,1.46365
18067,1.51745
12784,1.51341
25525,1.45831
10689,1.50432
27233,1.46217
10810,1.50036
18524,1.5068899999999998
3214,1.49365
13981,1.52582
16904,1.51753
20853,1.48514
17309,1.53092
10761,1.50156
20471,1.48992
11562,1.49808
5689,1.49657
16358,1.52139
10673,1.5034999999999998
6715,1.48596
23137,1.48319
17662,1.52176
24534,1.47012
19731,1.48223
4024,1.50968
26814,1.46082
26778,1.45683
16591,1.51755
13244,1.51083
13061,1.51214
10224,1.49123
22989,1.48521
8197,1.48295
11227,1.51432
1748,1.50398
8274,1.48485
20465,1.49051
8821,1.47973
6685,1.48954
11591,1.49465
584,1.50283
19658,1.48482
23498,1.47783
7125,1.48693
13566,1.50925
12806,1.51152
6225,1.49136
21200,1.48698
8184,1.48224
25411,1.46278
14853,1.52448
13468,1.51262
25110,1.46869
2644,1.50196
2315,1.50176
8845,1.48064
9353,1.49064
20715,1.48609
6170,1.49217
7877,1.48715
12248,1.50147
8345,1.48583
22429,1.48324
22157,1.48461
4013,1.50891
18292,1.51185
6502,1.49218
695,1.49891
20864,1.48538
21957,1.48849
23671,1.47772
6466,1.49442
14305,1.52822
7093,1.48689
1020,1.50221
9405,1.49454
1533,1.50235
6527,1.49112
3518,1.50388
483,1.50701
12579,1.51163
13250,1.51067
7665,1.4819
707,1.49633
2712,1.5078200000000002
19237,1.49012
4337,1.51235
13090,1.51041
5662,1.49823
10132,1.49401
8409,1.48782
9423,1.49445
10843,1.49961
22349,1.48344
13989,1.52612
25674,1.45755
20198,1.49644
13298,1.51039
18641,1.50702
14326,1.52469
22381,1.48309
577,1.50376
15684,1.5268199999999998
8815,1.47972
26097,1.45836
18068,1.51739
6667,1.49051
22902,1.48106
4914,1.5112
5180,1.50579
15904,1.52276
3947,1.51273
23798,1.48071
8474,1.4882
3284,1.49706
8589,1.48583
4269,1.50781
11527,1.50358
21442,1.47988
15215,1.52511
7661,1.48221
1624,1.5007
27401,1.45801
17133,1.53305
7305,1.47962
26544,1.45918
22749,1.48874
26856,1.46402
12620,1.51261
26871,1.46454
16823,1.50822
1135,1.49631
3122,1.49425
14147,1.52962
3540,1.50283
790,1.5105300000000002
23250,1.48246
499,1.50542
1576,1.5026000000000002
15190,1.52514
27897,1.46545
6206,1.49288
335,1.5088
19703,1.48446
9826,1.49589
11194,1.51597
6232,1.49257
9008,1.48441
22938,1.48272
14533,1.52641
23697,1.47773
24388,1.46744
27948,1.46868
11361,1.5121
12667,1.51222
10834,1.49976
4560,1.50621
2621,1.50164
2112,1.5034999999999998
7888,1.48732
20844,1.48478
7356,1.47951
23941,1.48242
22990,1.48612
20895,1.48502
27934,1.46764
9932,1.49605
22610,1.48897
3479,1.50383
20874,1.4866
7458,1.48164
6252,1.49374
15648,1.52721
6035,1.49693
20506,1.48989
27533,1.45957
10697,1.50332
6703,1.48888
3615,1.50776
2003,1.49923
1330,1.49038
2855,1.4996
13326,1.51294
14543,1.525
16831,1.50879
19245,1.48856
9575,1.49382
16329,1.52773
8710,1.48329
10506,1.50033
4072,1.51123
27537,1.4597
12146,1.49656
5929,1.49737
6126,1.49465
12493,1.50531
15006,1.52026
1703,1.50258
7094,1.48664
13768,1.51568
16449,1.51863
19917,1.48498
23968,1.48211
26739,1.4578
14471,1.52491
15299,1.5276999999999998
4874,1.51447
14143,1.5292
22013,1.48791
24007,1.48641
31,1.51634
697,1.49898
6045,1.49594
631,1.5010599999999998
16339,1.52581
18258,1.5142099999999998
4767,1.5119
24044,1.47839
11325,1.50995
25721,1.4657
19597,1.48133
994,1.50084
4600,1.5093800000000002
22791,1.49012
3817,1.5121099999999998
15331,1.52629
15395,1.52527
10019,1.48734
17891,1.5185
7658,1.48212
21368,1.48699
8018,1.48976
7290,1.47975
19796,1.4844
1348,1.49147
3264,1.49119
24740,1.47782
13011,1.5107
6161,1.49231
27906,1.46648
3388,1.49908
3310,1.50151
25176,1.46969
24435,1.46718
11082,1.51251
27445,1.46044
9421,1.49485
6883,1.48371
25529,1.45882
12408,1.50379
13620,1.51065
5709,1.49658
23244,1.48319
15452,1.52886
17333,1.53317
19618,1.48442
25818,1.46382
13137,1.51094
20798,1.48507
2498,1.50024
11444,1.51534
20406,1.49247
5502,1.49835
17510,1.53137
5995,1.49619
6228,1.49196
15724,1.52275
9938,1.49563
1199,1.49514
25665,1.45739
1692,1.50011
19328,1.48509
1709,1.5035500000000002
12555,1.5122
13687,1.51406
27560,1.4602
23668,1.47789
22007,1.48792
21268,1.48736
21013,1.48262
16882,1.51484
19803,1.48446
18336,1.51396
13776,1.51656
1608,1.50112
17835,1.51891
27267,1.45748
16759,1.51396
3015,1.50162
20312,1.49115
2988,1.50219
21392,1.48196
4590,1.51006
20217,1.4955
24719,1.47589
27381,1.45979
114,1.51471
8670,1.48592
13538,1.50912
2480,1.49999
25557,1.45945
14825,1.5249899999999998
22139,1.48408
26568,1.45789
20836,1.48401
686,1.49793
2997,1.50333
15453,1.52874
11860,1.49051
25433,1.46093
16647,1.51628
18128,1.5203
26366,1.45122
18655,1.5059900000000002
10256,1.49303
25856,1.45921
11711,1.49095
10864,1.49858
10574,1.49732
11791,1.48823
8398,1.48897
6144,1.49662
838,1.51024
17765,1.51919
6524,1.49117
20015,1.48784
23715,1.47785
415,1.50952
12321,1.49899
6874,1.48423
17475,1.53005
21015,1.48153
22298,1.48221
14251,1.53343
7655,1.48184
12290,1.49967
1432,1.49862
9202,1.4888
8944,1.48407
17896,1.5185
22529,1.48586
6510,1.49173
242,1.50884
20851,1.48466
4572,1.50627
27471,1.46122
25124,1.46915
4376,1.51006
5446,1.4987
13053,1.51117
6674,1.49046
8643,1.48739
10935,1.50246
18796,1.50354
4271,1.50803
5835,1.49799
20372,1.4907
17993,1.5173
18463,1.51072
12608,1.5130400000000002
10495,1.49978
14432,1.52425
14952,1.51746
19586,1.48208
8104,1.48745
17185,1.5356999999999998
14040,1.52446
23062,1.48501
11701,1.49015
7864,1.48609
15909,1.52303
14991,1.51984
23315,1.48369
27183,1.46417
7675,1.48034
10727,1.50285
15583,1.5286
18823,1.5011100000000002
17855,1.51803
24004,1.48798
18420,1.50928
20694,1.48517
16697,1.51691
17604,1.53055
10819,1.50014
11524,1.50413
3468,1.50474
19927,1.48501
25917,1.46135
19650,1.48507
9209,1.48861
21420,1.47999
21924,1.48761
3837,1.51501
22199,1.48334
17702,1.51966
300,1.5093
5292,1.49948
19314,1.48426
21270,1.48764
27496,1.45999
26780,1.45674
6781,1.48513
1194,1.49724
22924,1.4827
1712,1.50164
5862,1.49777
24552,1.47163
21081,1.48216
1900,1.49876
11472,1.51165
19372,1.48552
19449,1.48478
3078,1.49882
18754,1.49921
26884,1.46365
3209,1.49351
1253,1.49244
7466,1.48129
12729,1.51017
1208,1.49519
439,1.5080900000000002
8819,1.47976
15720,1.52163
5593,1.49747
6891,1.48251
25028,1.46805
22634,1.48632
68,1.51566
20648,1.4898
26030,1.46113
12570,1.51096
1066,1.49811
21308,1.48767
15582,1.52875
13160,1.51065
10418,1.49295
673,1.49796
4279,1.50868
22045,1.48773
10675,1.50359
19747,1.48424
14577,1.52565
21830,1.48373
12753,1.5139
20263,1.49181
10901,1.49884
16918,1.51688
12124,1.49634
21298,1.48815
24798,1.47778
19052,1.49662
6798,1.48401
14526,1.52649
19428,1.48449
977,1.50537
18003,1.51595
24362,1.47473
13996,1.5262099999999998
24944,1.47246
6735,1.48431
4701,1.50706
8149,1.48461
9887,1.49627
7001,1.48669
24748,1.4772
21765,1.48428
14066,1.52408
26249,1.46002
22437,1.48393
25844,1.46079
7376,1.47869
8280,1.48635
3801,1.5145
5614,1.49843
17596,1.53136
25897,1.46154
9645,1.49658
9119,1.49128
26114,1.45755
841,1.51038
26325,1.45822
27293,1.45914
25421,1.461
22079,1.4874
6423,1.4952
24769,1.47704
8936,1.48297
7547,1.48174
4365,1.5086
10198,1.49092
19948,1.48598
3458,1.5051
12650,1.51261
10511,1.50102
17419,1.52982
12813,1.51132
19308,1.48479
2305,1.50249
24329,1.47565
14362,1.52444
16744,1.51504
5896,1.49731
24384,1.4693
14476,1.52544
27693,1.47586
10023,1.48813
1488,1.5041
24571,1.47313
17975,1.51686
8665,1.48738
9812,1.49573
18926,1.50094
20179,1.49491
8187,1.48341
4779,1.50957
576,1.50347
15546,1.52825
17146,1.53319
18082,1.52055
11125,1.51654
15370,1.5258
24710,1.47696
17628,1.52691
12307,1.49878
12169,1.49855
2177,1.50407
1835,1.49939
27714,1.47302
17016,1.51892
18652,1.5059
7861,1.48584
6592,1.49347
9541,1.49146
11919,1.48795
20164,1.49429
19644,1.4844
9962,1.49303
15643,1.5279
27660,1.46423
27770,1.4786
12451,1.50266
6203,1.49382
817,1.5108700000000002
26113,1.45727
2677,1.50508
6790,1.48531
6705,1.48934
2392,1.50248
9380,1.49246
4373,1.51046
18234,1.51787
5728,1.50017
8100,1.48645
3576,1.50648
19269,1.48797
12119,1.5001600000000002
4516,1.50638
9707,1.49475
2796,1.4982
27826,1.4734
27668,1.46318
72,1.51471
22608,1.48887
22751,1.48917
9539,1.49121
26865,1.46435
9939,1.49547
1325,1.49086
27240,1.4622
4453,1.50651
8895,1.47887
21757,1.48422
19922,1.48555
8361,1.48625
10429,1.49197
19515,1.48666
16423,1.51828
22315,1.48253
24180,1.47417
17790,1.52209
9480,1.49349
25925,1.46149
21867,1.48463
12586,1.51295
16883,1.51535
11176,1.51774
21191,1.48583
1821,1.49976
21620,1.48934
20325,1.4909
27185,1.46373
8174,1.4832
3497,1.50463
10372,1.49398
2725,1.50635
18786,1.50093
21346,1.48981
26050,1.45813
5086,1.50747
15839,1.52093
7806,1.48669
12369,1.5044
2609,1.50207
6338,1.49314
23620,1.47748
23117,1.483
22959,1.4859
16183,1.52384
13506,1.51198
3572,1.5059399999999998
26204,1.46024
9931,1.4969
6747,1.48348
19106,1.49505
4487,1.50672
17626,1.5278
18339,1.51423
13561,1.51025
711,1.49647
724,1.49799
12246,1.50027
14064,1.5243
3434,1.5013
11038,1.51594
4462,1.50637
11644,1.49303
921,1.50854
1394,1.48959
4328,1.51174
5059,1.51159
15071,1.51925
12937,1.5062799999999998
7586,1.48158
22846,1.48405
580,1.50337
23186,1.48237
23582,1.47978
12717,1.5099900000000002
20404,1.492
15413,1.52715
3672,1.50596
26912,1.46468
26546,1.45925
18308,1.51404
19231,1.49042
4222,1.50469
26045,1.46035
26085,1.4573
9559,1.49044
1258,1.49227
6515,1.49177
12792,1.51295
3633,1.50768
5063,1.50998
14161,1.52962
8465,1.48831
12487,1.5023300000000002
22214,1.48406
5900,1.49753
14592,1.52523
8647,1.48748
18761,1.50068
9683,1.49676
19734,1.48226
3171,1.49323
20574,1.48869
25208,1.47105
25843,1.46106
15425,1.5275
15292,1.5268199999999998
5846,1.49866
837,1.51071
18901,1.50092
3887,1.51589
19452,1.48565
22944,1.48636
19130,1.49393
11456,1.51245
25333,1.46732
23591,1.48023
6282,1.49333
23038,1.48637
1694,1.49968
12800,1.51119
6544,1.4923
4005,1.51043
21480,1.48288
23828,1.48125
21555,1.48884
24225,1.4757
2237,1.49618
15057,1.51849
8146,1.48541
25166,1.47008
20177,1.49491
26118,1.45756
22480,1.48263
26210,1.46033
25773,1.46345
26435,1.45691
8423,1.48864
5721,1.49838
11418,1.51755
23146,1.4832
19713,1.48544
26543,1.4594
10978,1.50776
8406,1.48799
8608,1.48429
19463,1.48594
26221,1.46063
6490,1.49242
14992,1.51981
9459,1.49403
24084,1.47641
2312,1.50155
15969,1.52211
17555,1.53222
17645,1.5246300000000002
13712,1.5151400000000002
22251,1.48458
17328,1.53296
18717,1.49574
24445,1.46692
27972,1.46935
18433,1.50928
2018,1.50024
24985,1.47244
4842,1.51188
25910,1.46096
18189,1.51467
25974,1.46248
11416,1.51618
4094,1.5121099999999998
20145,1.48967
22995,1.48686
8910,1.47878
19795,1.48488
3531,1.5027
27773,1.47883
14905,1.52597
13014,1.51017
19390,1.48537
11973,1.49295
16472,1.51795
19301,1.48525
21468,1.48342
16598,1.51521
